size,price,direction
100,310500,1
190,5848700,1
100,309200,1
100,268300,-1
85,5779200,1
17,2226800,1
23,5855300,-1
400,267000,1
100,307600,1
100,5786800,-1
1004,306000,1
300,266800,1
100,5823600,-1
542,5840200,-1
3,5680600,1
100,5774800,1
100,5784300,1
500,308600,1
44,5780700,1
90,5830800,1
200,270100,-1
22,5846300,1
85,273000,-1
100,5820000,-1
60,302000,1
25,5650000,-1
200,308800,-1
50,5861800,-1
400,273400,-1
100,270200,1
300,308400,-1
100,307900,-1
200,305800,1
200,267200,1
2800,267000,-1
1,5638100,1
100,5722500,-1
27,5859100,-1
400,266700,1
100,268000,-1
1000,271400,1
100,2248800,1
500,301000,-1
100,2231100,1
100,309100,1
5,5800300,1
100,5864700,-1
100,275100,-1
100,5853300,-1
700,273400,-1
300,267000,-1
100,5643800,1
102,5815850,1
5,2235800,-1
100,5724600,-1
100,5862500,-1
200,267200,-1
734,302300,-1
300,309300,-1
300,273200,-1
200,274300,1
84,5823300,-1
85,5789700,1
16,5811700,-1
100,308200,-1
8,5854000,1
259,308900,1
2,5642200,1
72,2239000,1
692,309300,-1
18,2234700,-1
100,271500,1
400,309000,1
253,308500,1
16,2208600,1
34,2239900,1
100,266200,1
1600,270000,1
300,309300,1
100,307500,-1
100,273400,1
78,305000,1
10,5866300,-1
125,2206400,1
100,2238700,-1
4,5651500,1
200,302100,-1
100,5831200,1
98,5661900,1
100,268300,1
75,5814000,-1
44,5777000,1
4,273100,1
7,5828600,-1
200,306000,-1
500,273100,-1
100,303500,-1
100,303300,1
4,5640200,-1
185,5867100,1
1200,301400,1
22,2215400,1
100,301400,1
6,5680200,1
30,5871500,1
72,273150,-1
73,5775800,-1
500,305000,-1
10,5720000,1
100,308900,1
36,5813100,-1
88,5859500,-1
64,5661100,-1
56,5797400,-1
100,268300,1
20,5779200,1
507,273700,1
1,267100,-1
80,2241100,-1
200,309000,1
74,5682900,-1
75,5752100,1
1,5865700,1
48,5683000,-1
500,270100,1
50,5860600,1
60,5681500,1
534,301200,-1
600,268100,-1
20,5831000,1
81,302000,1
9,5691300,1
43,5879300,1
268,5868900,1
20,269300,1
33,5780300,1
1000,302800,1
750,5778600,1
100,301800,-1
100,266900,1
46,2234500,-1
100,302950,-1
65,302000,-1
100,2238400,-1
100,309800,1
5,5851300,1
80,5839700,1
20,5848800,1
1100,308600,1
100,267000,-1
100,301100,-1
100,304100,-1
100,5645900,-1
100,308500,-1
100,5669400,-1
16,5646000,-1
39,307000,1
2000,275200,1
8,5860200,1
100,5783900,1
18,5858200,-1
2,5881100,1
100,274900,-1
11,5781800,1
1009,304000,1
400,267000,1
100,306600,1
1,5847700,-1
100,2208700,-1
100,304200,1
8,5643500,-1
7,5815600,-1
40,5641600,-1
500,301100,1
600,267200,-1
6,5779200,-1
500,266900,1
31,5819800,-1
502,301100,1
53,267100,-1
100,268100,-1
100,268500,-1
300,303000,1
100,303400,-1
10,5869700,-1
456,310100,1
3,5857300,1
46,5806300,1
100,304600,-1
8,5780100,-1
32,5870000,-1
100,266950,1
100,303300,-1
200,5780200,-1
83,303700,-1
400,304300,-1
21,309100,1
200,5798000,-1
100,5778500,1
40,5829300,-1
100,309200,-1
400,309000,-1
100,301250,-1
100,309000,-1
200,275600,-1
46,273750,-1
82,2242200,1
7,2227400,-1
100,309000,-1
100,5847900,1
100,266900,-1
100,271600,1
202,5800300,1
10,5873000,1
255,309000,1
300,304200,-1
40,5783500,1
338,270100,1
25,5800000,1
339,267400,1
80,308700,-1
74,301000,-1
100,5779900,-1
90,2211800,-1
100,274900,1
100,5783500,-1
2000,303600,1
100,306900,-1
55,272000,-1
100,269200,1
2,2219000,1
100,2206300,-1
36,2225400,1
30,308400,1
40,2220100,-1
40,305900,1
100,271100,1
100,307400,-1
1,2206500,-1
200,274500,1
100,309700,1
500,268400,-1
50,5785500,1
7,5828700,-1
16,5860200,1
7,2212700,-1
100,5782100,1
8,304800,1
100,2243700,1
100,274600,1
100,5768900,1
2,5838000,-1
41,5823400,1
100,271250,1
8,309400,1
1000,309150,-1
5,5855100,-1
117,304800,-1
700,304800,1
100,5646200,-1
100,5784300,1
100,275100,-1
8,5825400,1
98,5643800,1
100,303800,1
100,274900,1
100,5782600,1
4,5781500,1
400,308200,1
100,2251700,-1
100,269000,1
200,310800,-1
100,301200,1
100,271250,1
100,5642500,-1
173,306600,-1
600,308500,1
100,271300,-1
67,5824700,-1
18,301900,1
100,306000,1
500,301500,1
13,5777900,-1
16,301400,1
100,308800,-1
100,273500,1
120,5679150,-1
100,274500,-1
86,301900,1
100,271700,-1
75,5858000,1
100,308600,1
70,5803700,1
300,308900,-1
1000,266800,1
100,5673600,1
32,5720000,-1
10,5784000,1
1120,305100,-1
374,5810200,1
100,309200,1
225,268400,-1
200,308900,1
17,5785500,-1
100,5692000,1
700,306700,1
200,268200,1
100,5644600,1
53,2210900,1
4,5685500,-1
100,2212700,1
20,2246000,1
100,5800500,1
81,5849100,1
98,5677500,-1
100,5793000,-1
1000,266500,-1
100,5820100,1
100,267150,-1
50,5840200,-1
700,306200,-1
200,273400,1
800,301500,1
100,5781300,1
775,303100,-1
200,2234000,-1
600,273100,-1
400,302000,1
311,274500,-1
200,305000,-1
200,302300,1
300,273900,1
83,5848200,1
200,268000,1
200,271600,-1
100,303700,1
19,267000,1
500,305200,-1
100,302600,-1
20,300900,1
95,5855700,-1
69,5649400,1
100,266200,1
7,5839900,1
100,304600,-1
100,5830000,-1
21,5779700,1
100,268200,-1
42,5865800,1
400,268500,-1
200,5812700,-1
200,2206500,1
400,300700,1
51,308000,-1
100,269000,1
68,2250000,-1
200,304600,-1
18,5785500,1
6,267000,1
200,301800,1
51,5643200,1
200,266950,1
100,5838000,1
100,5683200,-1
400,302100,-1
27,5839500,1
21,2210000,-1
2,2243000,1
100,2210400,1
100,5688000,1
100,308000,1
100,304100,1
20,2212000,-1
700,268300,-1
30,5810000,1
35,266700,1
100,268900,1
100,5836300,1
20,2207900,1
24,5784300,-1
100,2206000,1
3,5843400,1
2,5642800,-1
100,269800,-1
100,2210300,1
67,2242500,1
30,5858800,-1
18,5862900,1
100,267200,1
3,5674700,1
12,271400,1
9,5866900,-1
10,2209900,1
200,268500,-1
100,266800,1
100,308550,1
3,5842000,-1
100,2240200,1
20,5780500,-1
8,2255400,-1
100,5877600,-1
50,5758600,-1
19,274500,1
8,5783400,-1
200,5866000,1
100,309300,1
200,308900,-1
700,301400,1
19,2240500,1
300,268200,-1
100,310900,-1
100,2234600,-1
500,273300,1
40,2212800,1
164,5868100,1
100,304100,-1
200,5841200,1
65,267200,1
19,272000,1
200,267200,1
300,309100,-1
89,273900,-1
100,5829500,-1
35,306000,-1
20,5880000,-1
7,5638400,-1
23,5800000,1
100,310700,1
300,302900,1
100,5862500,1
9,269600,1
100,5868900,1
200,267100,1
100,2260000,-1
100,5754300,-1
68,5754400,-1
100,266700,-1
700,307500,1
9,5778500,-1
100,5861500,1
80,5778300,1
100,308800,-1
10,5779700,1
20,5654200,-1
300,303500,1
99,5648500,1
8,269500,1
100,271800,1
400,301400,-1
400,304300,-1
100,5879100,1
10,266900,1
97,2248900,-1
123,2236000,-1
400,272500,1
200,310100,-1
1,5831900,-1
100,269500,1
74,274400,1
18,5854200,-1
20,5824200,1
160,307000,1
200,304300,1
100,5867000,-1
100,5866100,-1
19,5834500,-1
100,300750,-1
100,5839500,1
100,5865500,-1
10,2224900,-1
10,5724200,1
700,306100,-1
16,5649800,1
100,309800,1
2,5864800,-1
400,273300,1
76,2208800,-1
40,306700,1
33,311200,-1
1795,268400,1
7,5642500,-1
849,268300,1
300,273200,-1
71,5855600,-1
10,5813600,1
100,5855100,1
100,306000,1
200,269400,1
400,301800,-1
44,2239200,1
3,5833800,1
1400,267100,-1
100,304700,-1
12,5691300,-1
7,5816000,-1
1,5811500,-1
1,5855000,1
300,5841800,-1
2,2208000,1
445,266900,1
100,302900,1
100,273700,1
100,2216800,-1
88,303300,-1
10,5640600,1
100,5698100,-1
31,5811100,1
2,5825800,1
400,268400,1
100,274700,1
100,268400,1
736,304500,-1
400,301900,-1
800,306200,-1
391,5644600,-1
100,300700,-1
100,309700,1
51,5811200,1
100,272800,1
100,5786500,-1
100,5816700,-1
3,2228100,-1
84,5868200,1
2,2210100,-1
100,274600,-1
100,302100,1
100,301000,1
100,5798600,-1
100,301400,1
400,306000,-1
2500,267000,-1
115,271400,-1
85,5826500,1
99,2205800,1
100,301400,-1
15,303700,-1
300,301200,1
100,301100,1
300,266950,1
50,269300,-1
100,266800,-1
65,5776900,-1
939,268300,1
44,310100,1
95,307400,1
100,2206750,-1
63,309800,1
14,5873400,1
100,305950,-1
200,269450,-1
95,5776100,1
100,2209900,-1
200,309200,1
100,268200,1
3,5820800,1
100,267650,1
200,274600,1
900,308700,1
100,5655200,1
400,2235000,1
20,5848600,1
100,5879800,-1
100,301700,-1
1859,266900,1
100,301500,-1
43,303000,1
100,306300,1
100,273100,1
100,306900,-1
4,2208200,-1
4,5698400,-1
1,5838800,1
6,5825000,-1
100,5798600,-1
200,5865900,-1
100,268400,-1
200,308100,1
11,2208800,-1
30,5829600,-1
300,271900,1
50,5865000,-1
5,5793400,-1
1000,302800,-1
135,5834700,1
100,300700,-1
100,272200,-1
100,5775700,-1
100,273900,-1
616,302400,1
10,5855000,-1
200,266700,-1
88,5861800,-1
18,307000,-1
500,267200,-1
216,304500,1
234,5860000,1
50,5826600,1
66,271600,1
4,5725800,-1
10,5645600,1
300,301700,1
100,267000,1
67,266600,-1
27,273500,-1
109,272900,-1
800,302700,-1
100,269200,1
42,5818400,1
3700,301500,1
19,2223200,-1
200,272100,-1
100,5810100,1
100,310300,1
300,271950,-1
20,5762600,1
8,5849300,-1
93,304400,-1
100,5808100,1
200,309800,-1
200,271900,-1
57,5661100,-1
600,308900,-1
88,5853300,1
300,5812500,1
16,2218500,1
100,267200,1
200,306100,1
200,301900,-1
100,306000,1
759,5793000,1
86,5858600,1
18,5867200,1
100,268100,-1
100,310100,-1
300,266100,1
44,308300,-1
100,5795400,1
100,5753600,-1
200,267100,1
100,266600,1
100,5861400,1
100,269400,1
100,5855000,1
300,5849400,1
15,5683600,-1
200,306200,-1
100,305100,1
7,2207300,-1
200,271300,1
38,5864200,1
17,5677700,1
100,5822600,1
100,309800,-1
100,5646500,-1
500,302100,1
300,268400,1
130,5846700,1
100,301900,-1
232,305600,-1
33,266800,1
400,266850,1
100,301400,-1
100,5637700,-1
73,2237000,1
4,5863700,-1
100,5785100,1
48,5717700,-1
100,269800,-1
50,5819900,-1
93,311100,-1
108,271400,1
5,2245000,-1
600,274100,1
99,5715900,1
100,302150,-1
100,2211200,-1
47,268500,-1
8,5780200,-1
1000,267200,1
100,305100,1
100,5838000,1
74,5840100,1
100,266300,-1
100,267300,-1
100,2210700,-1
500,272500,1
100,305100,-1
100,302100,-1
11,5776000,1
98,2240800,1
400,301450,1
66,306600,-1
36,270400,1
100,305300,-1
200,273700,1
100,302100,-1
77,5829200,1
100,273600,1
100,5855400,-1
100,307800,1
21,5814200,1
92,5799100,-1
3,2244600,-1
100,266800,-1
100,2207800,1
7,5772300,-1
2100,301200,1
94,5810000,-1
32,5855500,-1
800,302700,1
100,2239400,1
50,5795000,1
100,272100,-1
200,309900,1
75,5776000,1
40,5828300,1
100,269500,-1
100,267000,-1
29,5679100,-1
100,269200,1
10,2225400,-1
100,5844800,-1
100,5777200,1
200,302800,-1
263,304200,-1
5,2213000,1
16,302200,1
100,267700,-1
100,5775100,1
100,5859000,-1
17,5812700,-1
82,5853400,-1
100,301900,1
44,5700000,1
500,267000,1
200,309800,1
100,303400,-1
100,2209500,1
65,5875000,-1
295,5838400,1
2,5691300,-1
300,266900,1
100,5875100,1
13,5857400,-1
100,5780300,-1
10,5835800,-1
84,5648400,-1
100,5820200,1
100,270100,1
1,5837200,-1
126,269200,1
50,5855300,-1
37,302700,-1
100,266950,1
20,5782900,-1
10,5797200,1
8,5779800,-1
100,2237400,1
32,309800,1
68,309700,1
100,5806100,1
49,309000,-1
101,5824900,1
1000,304200,-1
130,273300,-1
100,304400,-1
100,5827800,1
31,5827500,1
300,266800,-1
100,5858400,-1
100,5853100,1
100,272050,-1
400,307400,-1
100,5730000,-1
100,275000,-1
50,5783700,1
10,5721200,-1
6,2211300,-1
300,267100,-1
200,271700,1
200,274900,1
3200,303500,-1
200,309400,1
100,267100,-1
6,2240400,1
300,305000,-1
300,272600,1
100,303400,-1
100,267000,1
100,267950,1
3,5780800,1
500,274100,1
4,5814200,-1
87,2216600,-1
80,5757500,-1
100,5811600,1
20,5856700,-1
100,304600,-1
11,5690000,-1
29,5834100,-1
100,305900,-1
100,5867900,-1
500,267500,1
100,5723600,-1
100,5775700,1
7,2210700,-1
100,266800,-1
784,308600,-1
100,5779700,1
100,302200,-1
200,302700,1
200,273900,1
80,5880000,-1
100,5825700,1
100,303400,-1
200,274500,-1
100,5861500,1
100,2234000,1
230,308400,1
100,5767600,-1
5,5660000,1
100,5859500,-1
100,5858300,1
289,2210600,-1
232,301050,1
200,308100,1
6,2208900,-1
12,5864700,-1
500,309000,1
72,311100,-1
47,5797600,1
1,2235000,-1
118,5786500,1
100,308700,-1
100,304500,1
100,5815400,1
200,308600,-1
3,5687700,1
9,272900,1
200,269600,-1
96,5866200,1
700,271500,1
2,2243500,1
100,308000,1
7,2208900,1
100,5779700,-1
100,271400,-1
529,273600,1
400,266800,-1
100,5811800,1
80,5808400,1
600,303600,-1
1000,268500,-1
100,2227600,1
100,301800,-1
100,5647600,-1
18,5865400,-1
100,266800,1
8,5861900,1
100,267000,1
10,273500,1
134,273400,-1
100,268000,-1
50,5827200,1
700,304100,-1
100,303200,-1
500,301200,-1
1,5794900,1
2,5660400,-1
13,2209700,-1
1000,305100,1
300,310000,-1
41,5744700,-1
100,5691600,-1
578,269500,-1
100,5827700,-1
100,5848800,1
300,308600,-1
28,266600,1
100,5642600,-1
63,5827400,1
75,305900,1
100,5839800,1
3572,274000,1
100,5806100,-1
7,5814000,-1
44,5854400,-1
1,5870800,-1
66,5675300,-1
3,5727700,1
100,5779000,1
100,273700,-1
100,266900,-1
100,300700,-1
100,5787900,-1
300,309900,1
100,306400,1
100,5810400,-1
100,301400,-1
500,273800,1
100,303000,-1
98,2227500,-1
50,5807600,1
239,271300,1
200,5859400,-1
10,5782600,-1
800,308800,-1
100,310400,-1
200,266400,1
100,266900,-1
100,267200,-1
100,307850,1
100,303100,-1
34,5829700,1
100,303000,-1
55,5760500,1
3,5721800,1
9,308700,1
1,5690300,1
100,5683100,1
8,304150,1
10,5858600,-1
500,301400,-1
200,301400,1
1000,309000,-1
100,5811900,1
6,5656600,-1
60,5859000,1
100,266800,-1
200,266950,1
100,301450,1
300,301600,-1
100,5875000,1
427,5855700,-1
3500,266600,1
38,2207000,1
100,301100,1
172,270200,-1
247,300900,1
8,5796700,-1
2,5781900,-1
100,5864200,-1
850,266700,1
100,305200,-1
4,5832700,-1
100,303700,-1
50,5839400,1
646,301400,-1
100,5847300,-1
100,5782000,1
100,306300,-1
33,309600,-1
39,266700,-1
21,2238500,-1
100,5832900,-1
1,5649200,1
100,5815000,1
41,5812500,1
100,305200,-1
800,304600,1
100,5826500,1
100,304200,1
1,5856900,1
200,273000,1
800,268400,1
4,5648800,-1
100,310100,-1
200,5847000,1
100,300900,-1
7,2211500,-1
10,5816000,-1
101,5747200,-1
200,301800,-1
100,307100,1
42,5816000,1
94,306100,1
499,304900,1
1100,304500,-1
6,5684300,1
25,5877300,-1
100,5807800,-1
100,269400,1
3,5653100,1
70,5853200,-1
1200,301700,-1
1,5812900,-1
95,5841100,1
200,302300,1
100,301000,-1
22,5872200,-1
100,5861200,1
4,5726600,1
820,304100,1
100,5873000,-1
300,306900,1
800,303500,-1
15,307200,1
100,268400,-1
5,268000,1
100,2234900,-1
400,306000,-1
100,273600,-1
100,5845700,-1
23,2240800,-1
200,267700,-1
100,2251700,1
100,304400,-1
100,266950,1
100,2234800,-1
100,5797000,1
100,5800300,1
100,5809800,1
100,268400,1
90,5783500,1
200,271300,-1
12,5859700,-1
100,306800,-1
100,306700,-1
100,271900,1
78,5649100,-1
100,5777500,1
92,5782200,1
71,307600,1
100,5703500,-1
100,307200,1
100,5815800,-1
100,5808600,1
100,5841000,1
400,273500,1
100,268200,-1
100,273400,-1
400,307500,-1
38,5830600,1
100,301100,-1
100,268100,1
132,304200,-1
100,304200,1
100,268300,1
91,5697200,1
100,301800,1
900,301050,1
1100,303700,-1
63,5853300,1
40,5879000,-1
100,5858500,-1
100,271800,1
100,2225400,-1
100,266900,1
100,5852200,1
14,5696000,1
89,2209600,1
78,303600,1
15,2245000,-1
100,273400,-1
100,5832400,1
90,5794000,1
100,306000,1
80,5810900,1
100,301000,-1
4,2254800,-1
100,309900,1
1600,308100,1
400,307400,1
400,307400,-1
100,273900,-1
100,5860000,-1
100,272100,-1
108,5829500,1
8,2235000,1
456,271700,1
200,273600,-1
13,5651300,-1
700,267000,-1
11,5694300,1
25,5638800,1
100,5858600,-1
100,270000,-1
1200,302800,1
65,266100,1
197,5819800,1
70,309100,1
200,304000,1
90,5851300,1
100,5675200,1
100,5866300,-1
736,304000,-1
100,5879500,1
900,304300,-1
10,5861500,-1
200,300700,-1
69,5858800,-1
77,2226300,1
1,271500,1
100,301100,-1
100,267300,1
100,269100,1
80,5776600,1
100,273400,1
82,2236700,-1
500,301200,1
100,5814900,1
2,5835200,1
7,2227300,1
600,301700,1
100,301100,1
100,5783000,1
64,2211000,1
100,5805200,-1
100,5858800,-1
93,302100,1
302,307900,1
100,307300,-1
300,307900,-1
1400,273400,1
1000,272300,-1
115,272100,1
41,5870100,-1
500,268900,1
100,5777900,1
100,304800,-1
8,2242100,1
100,5781800,1
100,268300,-1
400,266200,1
280,307900,1
200,302400,-1
8,2208600,-1
100,272800,1
100,304100,-1
200,269200,-1
46,5637600,1
606,269200,-1
89,5751700,-1
1,5858800,-1
17,5827800,-1
100,304800,1
100,268100,-1
27,5766400,1
800,307300,-1
100,268100,1
100,5855800,-1
200,269300,1
100,309000,1
38,271900,-1
111,302500,1
100,2243400,-1
100,301900,1
3,5817200,-1
100,273900,-1
200,301400,1
200,302700,-1
8,5701600,-1
65,5655200,-1
100,273100,1
89,306500,-1
100,273600,-1
300,273800,-1
200,309100,-1
100,5772200,1
400,304700,-1
80,5652500,1
13,304500,-1
100,301200,-1
94,5756900,1
100,2210800,1
100,270600,-1
300,266600,1
100,304900,-1
100,274200,1
100,5840500,-1
100,306600,-1
95,5869200,-1
89,2246500,-1
100,309300,1
200,5877500,-1
100,5783500,1
1,2226100,1
184,310300,1
100,5786400,-1
100,310200,-1
100,5853800,-1
200,268000,1
100,303600,-1
100,309300,1
1,5827600,-1
100,267000,1
200,273700,-1
40,5814400,-1
60,5827800,-1
100,266600,-1
2,2243400,1
16,269200,1
191,5812500,1
25,5644400,-1
51,5779500,1
200,302800,1
97,5675200,1
1500,310600,1
190,309200,1
24,5840100,1
99,5764300,1
48,266400,1
100,272050,1
200,267700,1
30,5830100,1
100,5761900,1
120,303300,-1
100,303200,-1
55,303400,-1
1524,301100,1
200,304500,-1
700,308800,-1
1800,271800,1
200,272000,-1
13,269400,1
94,5853000,-1
931,266950,1
100,2215200,-1
50,5850000,1
400,268500,-1
200,267100,-1
4,5847000,1
700,304500,1
200,307400,-1
90,273200,-1
100,5779900,1
10,5650000,-1
98,5649900,-1
100,303100,-1
100,273900,1
10,301000,1
100,5817600,1
100,5869000,1
100,308300,-1
20,5801600,-1
200,274400,1
74,5776200,-1
100,5782000,1
100,306000,1
1000,306400,1
200,273300,1
15,5865500,1
800,266900,-1
100,301100,-1
100,272000,-1
100,268300,-1
777,266900,1
100,301900,-1
193,2236100,1
100,271400,1
6,5719900,1
4,5681200,-1
100,5868100,-1
300,305200,-1
50,5778100,-1
100,5777700,1
800,270100,1
9,5812800,-1
100,271550,-1
23,5845200,1
4,5718900,1
100,5800000,1
37,5807000,1
285,272100,1
100,301700,1
90,267300,-1
100,5812800,1
100,304200,-1
4,5721000,-1
20,2223600,1
100,2246000,-1
100,5855100,1
64,5825000,1
900,311200,-1
37,304300,-1
271,305300,1
100,273700,1
100,5643000,-1
200,5862400,1
100,271300,1
18,5851900,1
100,5858200,1
100,268100,-1
10,2215700,-1
100,5778000,-1
21,2246900,1
100,306700,-1
100,301800,-1
100,270500,-1
100,266900,-1
200,5760000,-1
100,275600,-1
400,270900,1
600,267250,-1
100,2209200,1
1100,271300,1
10,5785500,1
12,2206400,-1
200,268000,1
300,301900,-1
200,304200,-1
100,303700,1
96,269800,-1
100,268100,1
2,5881100,1
400,301250,1
100,267250,-1
100,2226800,1
100,308700,-1
100,2243200,1
1,5821600,-1
19,5864300,-1
500,305300,-1
100,2249700,1
100,5839500,1
3400,272900,1
200,301250,-1
1200,304900,-1
100,308500,1
100,2227200,1
2800,267200,-1
173,273800,-1
300,268300,1
700,303800,1
1000,303700,-1
500,308700,1
200,302000,1
500,311100,1
1300,302700,-1
200,271500,-1
200,309100,1
600,301400,1
23,5778000,1
246,271900,1
100,267100,-1
100,308300,-1
600,303400,1
400,268350,-1
101,304900,1
100,302800,1
100,301400,-1
300,307100,1
5,5649800,-1
9,5656500,1
100,5789200,-1
1000,267900,1
17,5778600,-1
100,310100,-1
200,309750,-1
1200,307700,1
100,306000,-1
100,5794000,1
600,304700,-1
5,5851800,-1
85,308800,-1
25,5862100,1
11,2209200,1
300,300900,1
2,267200,-1
100,5720100,-1
1200,267900,-1
124,5749100,-1
100,2238600,-1
109,304800,-1
94,5806000,-1
6,310800,-1
8,5811700,1
800,308200,-1
1,5833800,1
100,266300,1
500,272000,-1
100,306400,1
20,5647100,1
100,267300,1
100,5776900,-1
400,267300,-1
50,273000,1
100,310400,1
100,275100,-1
35,5845800,1
700,304300,1
100,5857700,1
265,308300,-1
253,5795400,1
100,5777700,-1
200,266900,-1
95,5846600,-1
8,5832600,-1
100,5858700,-1
200,270000,1
100,267100,-1
1660,272800,1
100,5660000,-1
700,268000,1
500,310500,1
264,271800,1
100,2246200,-1
41,5860500,1
1100,305000,1
900,301000,1
5,5788800,1
4,2241200,-1
400,5865600,-1
10,267000,1
50,5864700,-1
200,309400,1
100,302800,-1
300,272400,1
50,5827100,1
60,2208000,1
122,269600,1
40,2237500,1
31,271300,1
300,267000,-1
100,303650,1
7,5814200,-1
22,2212200,-1
200,5861100,-1
100,301350,1
11,300800,1
80,5863200,-1
17,5789600,-1
4,5827700,-1
16,2243700,-1
300,266900,1
100,2215400,1
90,269300,1
400,269400,-1
100,308500,-1
100,5786000,1
700,304700,1
200,304400,1
100,5777000,1
50,305000,1
100,268000,-1
100,5639300,-1
50,303000,1
643,267000,-1
200,309400,1
37,274000,1
100,267000,-1
100,301100,1
44,5845000,1
100,304400,1
7,2235100,1
3,2219500,1
1,5762800,1
770,304600,-1
700,302900,-1
100,5780500,1
250,5807450,-1
300,273700,-1
10,5836000,-1
100,309800,-1
900,302800,1
100,304400,-1
100,304500,-1
142,5872800,1
200,274700,1
64,5641200,1
100,5830000,-1
300,301100,1
100,5786000,1
100,304400,-1
99,5872300,-1
47,303100,-1
100,5853100,-1
300,5870000,-1
13,5814700,-1
1779,268500,-1
100,5871100,1
90,275400,1
300,273400,-1
100,274300,1
100,5809500,-1
400,267900,1
300,303200,1
100,5643300,-1
315,5852000,1
100,5751500,-1
100,310800,-1
42,5869000,1
100,5849300,-1
1000,269000,-1
49,304500,1
100,273400,1
8,5777300,1
10,5820000,1
100,5751500,-1
100,303100,-1
258,5790100,1
151,309000,-1
1,5828700,-1
1100,301400,1
99,5810900,1
45,5855400,1
157,5856300,-1
32,267000,-1
9,304400,1
100,301300,-1
90,5756100,-1
100,2225500,1
100,301100,1
100,267650,-1
100,304100,-1
72,5797000,-1
300,266900,1
100,5832600,1
90,270200,-1
100,5682000,-1
100,2209600,1
100,269200,1
500,304200,1
51,5846900,1
8,2213600,1
30,5683800,1
17,2215200,-1
18,2236900,1
100,268100,-1
91,306300,1
100,309150,-1
100,5640900,1
900,308900,-1
100,308900,-1
3,5805300,1
100,303800,-1
18,5856000,-1
100,5856300,-1
600,305900,1
100,5812400,1
2,5673900,-1
100,5716400,-1
100,5860800,1
100,5850150,-1
1,5806900,-1
100,303500,-1
100,2219200,1
600,304200,1
200,269400,-1
49,5855000,-1
500,303600,1
49,5753800,-1
100,274900,1
498,308600,1
100,5688800,1
100,5757500,1
200,5694600,1
28,2234800,1
20,5648100,1
200,302900,-1
100,5719000,-1
64,303700,-1
152,5661100,-1
100,5733400,-1
100,308600,-1
100,2238300,1
300,273800,-1
25,5825000,1
18,5865200,-1
200,270800,1
98,5642900,1
12,5800000,1
100,303500,1
100,274700,-1
100,5815500,-1
100,5782800,1
20,267800,1
2100,273700,1
7,5813200,-1
10,5778300,1
3,5676700,1
100,305600,-1
100,272500,-1
150,302000,-1
200,5830000,-1
3,2235300,-1
7,2233700,-1
4,2260000,-1
16,2208700,1
200,310300,-1
100,302950,-1
4,5826300,-1
800,304800,-1
1900,266500,1
400,309500,-1
100,267950,1
50,5828300,1
358,266600,1
100,308700,1
100,268500,1
300,269700,-1
200,310400,-1
100,304100,-1
400,266900,1
100,302950,1
10,5777500,1
600,309000,-1
100,303800,1
600,271400,1
200,273200,-1
100,308500,1
100,5782900,1
37,5826400,1
100,5796800,-1
11,5834300,1
100,5784900,-1
1,304100,1
10,2236900,-1
10,5723300,1
58,5854800,-1
1,5861100,-1
100,5781500,1
100,306900,1
200,2230600,1
1,5782800,1
10,5833400,1
100,267200,-1
100,5654800,-1
98,2249900,1
262,307200,1
1,5842300,1
100,5856200,-1
100,310900,-1
100,274250,-1
100,266300,1
56,309000,1
434,302100,1
100,5660500,-1
1000,275000,1
1001,310000,-1
300,267900,1
1040,271700,-1
718,5676200,1
100,5830200,-1
100,2243700,1
102,266900,-1
12,5676400,-1
100,309100,1
68,5776600,1
25,5787000,1
300,272100,1
200,5862900,-1
100,2209400,-1
100,301800,-1
33,5814100,1
700,274400,1
100,5828200,-1
100,5830600,-1
50,5864700,-1
100,271900,1
70,5864900,-1
100,304800,-1
100,269400,-1
100,302000,1
5,2237500,-1
200,302100,1
67,303900,1
25,303100,1
100,5777100,-1
100,2209800,-1
100,301200,1
1000,5697500,1
1,5752700,1
100,308800,1
100,5698900,-1
5,270100,1
40,5863600,-1
100,301200,1
100,5647000,-1
100,5757700,1
68,5801500,-1
600,309200,1
200,5678500,-1
1,2240000,-1
100,2226100,-1
81,5851900,-1
100,301200,1
100,272000,-1
300,268600,-1
300,308400,1
100,301900,1
39,2207000,1
200,273700,1
200,5873800,-1
100,2226500,1
100,2224700,1
1200,306700,-1
56,271700,1
99,303500,1
100,268100,1
91,5680700,1
5755,267200,1
200,307900,-1
100,5813400,-1
200,268400,-1
100,303300,1
18,2232700,1
61,5642300,-1
100,267900,1
50,5642500,1
100,304700,1
60,267300,1
100,5794500,1
2,5820800,1
600,306300,-1
100,310400,-1
224,266900,1
26,301300,-1
100,2209000,-1
200,304000,1
100,5733600,1
100,307400,-1
100,304200,-1
100,303400,-1
87,308800,-1
100,5800800,1
4,5840300,-1
400,311000,-1
3,5821800,-1
100,5866800,-1
18,5862800,1
100,273400,1
800,301000,1
900,272400,1
50,5865000,-1
100,301100,1
100,5649100,-1
60,2209200,1
16,308900,1
38,2207500,1
30,5653000,-1
100,5857900,-1
100,5777300,-1
100,2238600,-1
100,267100,1
7,273300,1
51,5757300,-1
200,5864200,-1
58,5849600,-1
100,301200,1
80,269800,1
200,5845100,1
4,2211800,-1
200,273900,1
200,301100,1
63,5762100,-1
1,5870000,-1
417,266100,1
100,5861100,-1
100,268400,-1
